Record Length,2500,Points,583.999964874E-6,-4.99999989E-3,,Record Length,2500,Points,583.999964874E-6,512.000024319E-3,
Sample Interval,400.00000467E-9,s,584.399967920E-6,-4.60000010E-3,,Sample Interval,400.00000467E-9,s,584.399967920E-6,504.000008106E-3,
Trigger Point,-1.4600000E3,Samples,584.799970966E-6,-4.60000010E-3,,Trigger Point,-1.4600000E3,Samples,584.799970966E-6,512.000024319E-3,
,,,585.199974012E-6,-4.79999976E-3,,,,,585.199974012E-6,504.000008106E-3,
,,,585.599977057E-6,-4.79999976E-3,,,,,585.599977057E-6,496.000021696E-3,
,,,585.999980103E-6,-4.99999989E-3,,,,,585.999980103E-6,504.000008106E-3,
Source,CH1,,586.399983149E-6,-4.39999998E-3,,Source,CH2,,586.399983149E-6,496.000021696E-3,
Vertical Units,Volts,,586.799986195E-6,-3.99999972E-3,,Vertical Units,Volts,,586.799986195E-6,504.000008106E-3,
Vertical Scale,4.99999987E-3,,587.199989241E-6,-4.60000010E-3,,Vertical Scale,200.00000950E-3,,587.199989241E-6,496.000021696E-3,
Vertical Offset,0,,587.599992286E-6,-4.39999998E-3,,Vertical Offset,0,,587.599992286E-6,504.000008106E-3,
Horizontal Units,s,,587.999937125E-6,-4.39999998E-3,,Horizontal Units,s,,587.999937125E-6,504.000008106E-3,
Horizontal Scale,100.0000012E-6,,588.399940170E-6,-4.79999976E-3,,Horizontal Scale,100.0000012E-6,,588.399940170E-6,496.000021696E-3,
Pt Fmt,Y,,588.799943216E-6,-3.99999972E-3,,Pt Fmt,Y,,588.799943216E-6,504.000008106E-3,
Yzero,-1.4000000,,589.199946262E-6,-3.99999972E-3,,Yzero,-2.88000000,,589.199946262E-6,504.000008106E-3,
Probe Atten,1.000000,,589.599949308E-6,-3.39999981E-3,,Probe Atten,1.000000,,589.599949308E-6,496.000021696E-3,
,,,589.999952354E-6,-3.79999983E-3,,,,,589.999952354E-6,496.000021696E-3,
Note,TDS 1002B - 4:34:30 PM   3/26/2018,,590.399955399E-6,-3.19999992E-3,,Note,TDS 1002B - 4:34:30 PM   3/26/2018,,590.399955399E-6,496.000021696E-3,
,,,590.799958445E-6,-3.39999981E-3,,,,,590.799958445E-6,488.000035286E-3,
,,,591.199961491E-6,-3.19999992E-3,,,,,591.199961491E-6,496.000021696E-3,
,,,591.599964537E-6,-2.6000000E-3,,,,,591.599964537E-6,480.000019073E-3,
,,,591.999967583E-6,-3.59999994E-3,,,,,591.999967583E-6,488.000035286E-3,
,,,592.399970628E-6,-3.59999994E-3,,,,,592.399970628E-6,488.000035286E-3,
,,,592.799973674E-6,-3.79999983E-3,,,,,592.799973674E-6,488.000035286E-3,
,,,593.199976720E-6,-3.39999981E-3,,,,,593.199976720E-6,488.000035286E-3,
,,,593.599979766E-6,-4.39999998E-3,,,,,593.599979766E-6,480.000019073E-3,
,,,593.999982812E-6,-4.39999998E-3,,,,,593.999982812E-6,488.000035286E-3,
,,,594.399985857E-6,-4.79999976E-3,,,,,594.399985857E-6,488.000035286E-3,
,,,594.799988903E-6,-4.39999998E-3,,,,,594.799988903E-6,488.000035286E-3,
,,,595.199991949E-6,-4.19999985E-3,,,,,595.199991949E-6,480.000019073E-3,
,,,595.599936787E-6,-4.60000010E-3,,,,,595.599936787E-6,488.000035286E-3,
,,,595.999939833E-6,-5.20000001E-3,,,,,595.999939833E-6,488.000035286E-3,
,,,596.399942879E-6,-4.99999989E-3,,,,,596.399942879E-6,480.000019073E-3,
,,,596.799945924E-6,-5.20000001E-3,,,,,596.799945924E-6,488.000035286E-3,
,,,597.199948970E-6,-4.60000010E-3,,,,,597.199948970E-6,480.000019073E-3,
,,,597.599952016E-6,-4.60000010E-3,,,,,597.599952016E-6,480.000019073E-3,
,,,597.999955062E-6,-4.19999985E-3,,,,,597.999955062E-6,472.000032663E-3,
,,,598.399958108E-6,-4.39999998E-3,,,,,598.399958108E-6,488.000035286E-3,
,,,598.799961153E-6,-4.79999976E-3,,,,,598.799961153E-6,480.000019073E-3,
,,,599.199964199E-6,-4.60000010E-3,,,,,599.199964199E-6,472.000032663E-3,
,,,599.599967245E-6,-4.60000010E-3,,,,,599.599967245E-6,472.000032663E-3,
,,,599.999970291E-6,-4.39999998E-3,,,,,599.999970291E-6,480.000019073E-3,
,,,600.399973337E-6,-4.19999985E-3,,,,,600.399973337E-6,464.000016451E-3,
,,,600.799976382E-6,-3.99999972E-3,,,,,600.799976382E-6,480.000019073E-3,
,,,601.199979428E-6,-5.20000001E-3,,,,,601.199979428E-6,464.000016451E-3,
,,,601.599982474E-6,-5.39999967E-3,,,,,601.599982474E-6,480.000019073E-3,
,,,601.999985520E-6,-4.99999989E-3,,,,,601.999985520E-6,472.000032663E-3,
,,,602.399988566E-6,-4.79999976E-3,,,,,602.399988566E-6,472.000032663E-3,
,,,602.799991611E-6,-4.39999998E-3,,,,,602.799991611E-6,480.000019073E-3,
,,,603.199936450E-6,-4.79999976E-3,,,,,603.199936450E-6,472.000032663E-3,
,,,603.599939495E-6,-4.99999989E-3,,,,,603.599939495E-6,464.000016451E-3,
,,,603.999942541E-6,-4.99999989E-3,,,,,603.999942541E-6,464.000016451E-3,
,,,604.399945587E-6,-4.99999989E-3,,,,,604.399945587E-6,464.000016451E-3,
,,,604.799948633E-6,-4.79999976E-3,,,,,604.799948633E-6,464.000016451E-3,
,,,605.199951679E-6,-4.99999989E-3,,,,,605.199951679E-6,464.000016451E-3,
,,,605.599954724E-6,-4.79999976E-3,,,,,605.599954724E-6,464.000016451E-3,
,,,605.999957770E-6,-5.20000001E-3,,,,,605.999957770E-6,464.000016451E-3,
,,,606.399960816E-6,-4.19999985E-3,,,,,606.399960816E-6,456.000030041E-3,
,,,606.799963862E-6,-4.99999989E-3,,,,,606.799963862E-6,456.000030041E-3,
,,,607.199966908E-6,-4.99999989E-3,,,,,607.199966908E-6,472.000032663E-3,
,,,607.599969953E-6,-4.60000010E-3,,,,,607.599969953E-6,472.000032663E-3,
,,,607.999972999E-6,-4.79999976E-3,,,,,607.999972999E-6,456.000030041E-3,
,,,608.399976045E-6,-4.99999989E-3,,,,,608.399976045E-6,464.000016451E-3,
,,,608.799979091E-6,-5.20000001E-3,,,,,608.799979091E-6,456.000030041E-3,
,,,609.199982136E-6,-4.60000010E-3,,,,,609.199982136E-6,464.000016451E-3,
,,,609.599985182E-6,-4.39999998E-3,,,,,609.599985182E-6,456.000030041E-3,
,,,609.999988228E-6,-4.99999989E-3,,,,,609.999988228E-6,456.000030041E-3,
,,,610.399991274E-6,-4.99999989E-3,,,,,610.399991274E-6,456.000030041E-3,
,,,610.799936112E-6,-5.39999967E-3,,,,,610.799936112E-6,456.000030041E-3,
,,,611.199939158E-6,-5.20000001E-3,,,,,611.199939158E-6,456.000030041E-3,
,,,611.599942204E-6,-4.39999998E-3,,,,,611.599942204E-6,464.000016451E-3,
,,,611.999945249E-6,-5.59999980E-3,,,,,611.999945249E-6,448.000013828E-3,
,,,612.399948295E-6,-4.99999989E-3,,,,,612.399948295E-6,456.000030041E-3,
,,,612.799951341E-6,-4.60000010E-3,,,,,612.799951341E-6,448.000013828E-3,
,,,613.199954387E-6,-4.79999976E-3,,,,,613.199954387E-6,456.000030041E-3,
,,,613.599957433E-6,-4.99999989E-3,,,,,613.599957433E-6,448.000013828E-3,
,,,613.999960478E-6,-5.20000001E-3,,,,,613.999960478E-6,456.000030041E-3,
,,,614.399963524E-6,-4.60000010E-3,,,,,614.399963524E-6,448.000013828E-3,
,,,614.799966570E-6,-5.20000001E-3,,,,,614.799966570E-6,448.000013828E-3,
,,,615.199969616E-6,-4.79999976E-3,,,,,615.199969616E-6,440.000027418E-3,
,,,615.599972662E-6,-5.20000001E-3,,,,,615.599972662E-6,448.000013828E-3,
,,,615.999975707E-6,-4.79999976E-3,,,,,615.999975707E-6,440.000027418E-3,
,,,616.399978753E-6,-5.39999967E-3,,,,,616.399978753E-6,448.000013828E-3,
,,,616.799981799E-6,-4.99999989E-3,,,,,616.799981799E-6,448.000013828E-3,
,,,617.199984845E-6,-4.39999998E-3,,,,,617.199984845E-6,440.000027418E-3,
,,,617.599987891E-6,-5.20000001E-3,,,,,617.599987891E-6,448.000013828E-3,
,,,617.999990936E-6,-5.20000001E-3,,,,,617.999990936E-6,440.000027418E-3,
,,,618.399993982E-6,-4.39999998E-3,,,,,618.399993982E-6,448.000013828E-3,
,,,618.799938820E-6,-4.79999976E-3,,,,,618.799938820E-6,440.000027418E-3,
,,,619.199941866E-6,-4.79999976E-3,,,,,619.199941866E-6,432.000011206E-3,
,,,619.599944912E-6,-4.60000010E-3,,,,,619.599944912E-6,440.000027418E-3,
,,,619.999947958E-6,-3.99999972E-3,,,,,619.999947958E-6,432.000011206E-3,
