Record Length,2500,Points,-1.3720001E-3,-4.39999998E-3,,Record Length,2500,Points,-1.3720001E-3,-119.9999973E-3,
Sample Interval,2.0000000E-6,s,-1.3700001E-3,-4.79999976E-3,,Sample Interval,2.0000000E-6,s,-1.3700001E-3,-119.9999973E-3,
Trigger Point,686.000044793,Samples,-1.3680001E-3,-4.19999985E-3,,Trigger Point,686.000044793,Samples,-1.3680001E-3,-119.9999973E-3,
,,,-1.3660000E-3,-4.39999998E-3,,,,,-1.3660000E-3,-119.9999973E-3,
,,,-1.3640001E-3,-3.99999972E-3,,,,,-1.3640001E-3,-119.9999973E-3,
,,,-1.3620001E-3,-3.59999994E-3,,,,,-1.3620001E-3,-119.9999973E-3,
Source,CH1,,-1.3600001E-3,-4.79999976E-3,,Source,CH2,,-1.3600001E-3,-119.9999973E-3,
Vertical Units,Volts,,-1.3580001E-3,-4.39999998E-3,,Vertical Units,Volts,,-1.3580001E-3,-119.9999973E-3,
Vertical Scale,4.99999987E-3,,-1.3560001E-3,-4.19999985E-3,,Vertical Scale,499.999988824E-3,,-1.3560001E-3,-119.9999973E-3,
Vertical Offset,0,,-1.3540001E-3,-4.39999998E-3,,Vertical Offset,0,,-1.3540001E-3,-119.9999973E-3,
Horizontal Units,s,,-1.3520001E-3,-4.79999976E-3,,Horizontal Units,s,,-1.3520001E-3,-119.9999973E-3,
Horizontal Scale,499.999998738E-6,,-1.3500000E-3,-4.60000010E-3,,Horizontal Scale,499.999998738E-6,,-1.3500000E-3,-140.0000006E-3,
Pt Fmt,Y,,-1.3480001E-3,-4.79999976E-3,,Pt Fmt,Y,,-1.3480001E-3,-140.0000006E-3,
Yzero,-1.4000000,,-1.3460001E-3,-4.19999985E-3,,Yzero,-2.88000000,,-1.3460001E-3,-119.9999973E-3,
Probe Atten,1.000000,,-1.3440001E-3,-4.39999998E-3,,Probe Atten,1.000000,,-1.3440001E-3,-119.9999973E-3,
,,,-1.3420001E-3,-4.39999998E-3,,,,,-1.3420001E-3,-119.9999973E-3,
Note,TDS 1002B - 4:39:00 PM   3/26/2018,,-1.3400001E-3,-4.99999989E-3,,Note,TDS 1002B - 4:39:00 PM   3/26/2018,,-1.3400001E-3,-140.0000006E-3,
,,,-1.3380001E-3,-4.79999976E-3,,,,,-1.3380001E-3,-119.9999973E-3,
,,,-1.3360000E-3,-4.60000010E-3,,,,,-1.3360000E-3,-119.9999973E-3,
,,,-1.3340000E-3,-4.60000010E-3,,,,,-1.3340000E-3,-119.9999973E-3,
,,,-1.3320001E-3,-4.79999976E-3,,,,,-1.3320001E-3,-119.9999973E-3,
,,,-1.3300001E-3,-4.60000010E-3,,,,,-1.3300001E-3,-140.0000006E-3,
,,,-1.3280001E-3,-4.60000010E-3,,,,,-1.3280001E-3,-140.0000006E-3,
,,,-1.3260001E-3,-4.60000010E-3,,,,,-1.3260001E-3,-140.0000006E-3,
,,,-1.3240001E-3,-4.19999985E-3,,,,,-1.3240001E-3,-119.9999973E-3,
,,,-1.3220001E-3,-4.60000010E-3,,,,,-1.3220001E-3,-140.0000006E-3,
,,,-1.3200000E-3,-5.20000001E-3,,,,,-1.3200000E-3,-140.0000006E-3,
,,,-1.3180001E-3,-4.79999976E-3,,,,,-1.3180001E-3,-159.99999642E-3,
,,,-1.3160001E-3,-4.60000010E-3,,,,,-1.3160001E-3,-140.0000006E-3,
,,,-1.3140001E-3,-5.20000001E-3,,,,,-1.3140001E-3,-140.0000006E-3,
,,,-1.3120001E-3,-4.19999985E-3,,,,,-1.3120001E-3,-140.0000006E-3,
,,,-1.3100001E-3,-5.20000001E-3,,,,,-1.3100001E-3,-140.0000006E-3,
,,,-1.3080001E-3,-4.99999989E-3,,,,,-1.3080001E-3,-140.0000006E-3,
,,,-1.3060000E-3,-4.79999976E-3,,,,,-1.3060000E-3,-140.0000006E-3,
,,,-1.3040000E-3,-4.79999976E-3,,,,,-1.3040000E-3,-140.0000006E-3,
,,,-1.3020001E-3,-5.20000001E-3,,,,,-1.3020001E-3,-140.0000006E-3,
,,,-1.3000001E-3,-4.79999976E-3,,,,,-1.3000001E-3,-140.0000006E-3,
,,,-1.2980001E-3,-5.20000001E-3,,,,,-1.2980001E-3,-140.0000006E-3,
,,,-1.2960001E-3,-4.39999998E-3,,,,,-1.2960001E-3,-159.99999642E-3,
,,,-1.2940001E-3,-4.79999976E-3,,,,,-1.2940001E-3,-159.99999642E-3,
,,,-1.2920001E-3,-5.39999967E-3,,,,,-1.2920001E-3,-159.99999642E-3,
